date,location,debate,speakers,dialogue,word_count,candidate,withdrawn,avg_word_length
10/15/2019,Westerville,Fourth Debate,Unknown, Anderson — Anderson …,4,0,0,8.0
10/15/2019,Westerville,Fourth Debate,Cooper," Hold on, sorry, just to follow up. Mr. Vice President, as you said, your son, Hunter, today gave an interview, admitted that he made a mistake and showed poor judgement by serving on that board in Ukraine. Did you make a mistake by letting him? You were the point person on Ukraine at the time. You can answer.",58,0,0,4.14
10/15/2019,Westerville,Fourth Debate,Biden," Look, my son's statement speaks for itself. I did my job. I never discussed a single thing with my son about anything having do with Ukraine. No one has indicated I have. We've always kept everything separate. Even when my son was the attorney general of the state of Delaware, we never discussed anything, so there would be no potential conflict. My son made a judgment. I'm proud of the judgement he made. I'm proud of what he had to say. And let's focus on this. The fact of the matter is that this is about Trump's corruption. That's what we should be focusing on.",105,1,0,3.95
10/15/2019,Westerville,Fourth Debate,Cooper," Senator Sanders, your response?",4,0,0,6.5
10/15/2019,Westerville,Fourth Debate,Sanders," Let me make a point. I think that it is absolutely imperative we go forward with impeachment. I hope that he is impeached. But I think what would be a disaster, if the American people believe that all we were doing is taking on Trump and we're forgetting that 87 million Americans are uninsured or underinsured. We're forgetting about the existential threat of climate change. We are forgetting about the fact that half of our people are living paycheck to paycheck. So what we have got to do is end this corruption, set a precedent for future history that says presidents like this cannot behave this way. But we cannot and must not turn our backs on the pain of the working class of this country.",126,1,0,4.38
10/15/2019,Westerville,Fourth Debate,Cooper," Senator Sanders, thank you. Mark?",5,0,0,5.2
10/15/2019,Westerville,Fourth Debate,Lacey, We want to move now to the economy. ,8,0,0,3.38
10/15/2019,Westerville,Fourth Debate,Unknown," May I get in, please?",5,0,0,3.0
10/15/2019,Westerville,Fourth Debate,Lacey, You've proposed some sweeping plans...,5,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Lacey, ... free public college...,4,0,0,5.67
10/15/2019,Westerville,Fourth Debate,Unknown, It is wrong to move on.,6,0,0,2.83
10/15/2019,Westerville,Fourth Debate,Lacey, Thank you. We're going to -- Senator Warren.,8,0,0,4.0
10/15/2019,Westerville,Fourth Debate,Unknown, It is wrong to move on.,6,0,0,2.83
10/15/2019,Westerville,Fourth Debate,Lacey," Senator Warren, we've proposed -- you've proposed some sweeping plans, free public college, free universal childcare, eliminating most Americans' college debt. And you've said how you're going to pay for those plans. But you have not specified how you're going to pay for the most expensive plan, Medicare for all. Will you raise taxes on the middle class to pay for it, yes or no?",65,0,0,4.33
10/15/2019,Westerville,Fourth Debate,Warren," So I have made clear what my principles are here, and that is costs will go up for the wealthy and for big corporations, and for hard-working middle-class families, costs will go down. You know, the way I see this is, I have been out all around this country. I've done 140 town halls now, been to 27 states and Puerto Rico. Shoot, I've done 70,000 selfies, which must be the new measure of democracy. And this gives people a chance to come up and talk to me directly. So I have talked with the family, the mom and dad whose daughter's been diagnosed with cancer. I have talked to the young woman whose mother has just been diagnosed with diabetes. I've talked to the young man who has MS. And here's the thing about all of them. They all had great health insurance right at the beginning. But then they found out when they really needed it, when the costs went up, that the insurance company pulled the rug out from underneath them and they were left with nothing. Look, the way I see this, it is hard enough to get a diagnosis that your child has cancer, to think about the changes in your family if your mom has diabetes, or what it means for your life going forward if you've been diagnosed with MS. But what you shouldn't have to worry about is how you're going to pay for your health care after that.",247,1,0,3.95
10/15/2019,Westerville,Fourth Debate,Lacey," Senator Warren, to be clear, Senator Sanders acknowledges he's going to raise taxes on the middle class to pay for Medicare for all. You've endorsed his plan. Should you acknowledge it, too?",32,0,0,4.44
10/15/2019,Westerville,Fourth Debate,Warren," So the way I see this, it is about what kinds of costs middle-class families are going to face. So let me be clear on this. Costs will go up for the wealthy. They will go up for big corporations. And for middle-class families, they will go down. I will not sign a bill into law that does not lower costs for middle-class families.",64,1,0,3.82
10/15/2019,Westerville,Fourth Debate,Lacey," Mayor Buttigieg, you say Senator Warren has been, quote, ""evasive"" about how she's going to pay for Medicare for all. What's your response?",23,0,0,4.32
10/15/2019,Westerville,Fourth Debate,Buttigieg," Well, we heard it tonight, a yes or no question that didn't get a yes or no answer. Look, this is why people here in the Midwest are so frustrated with Washington in general and Capitol Hill in particular. Your signature, Senator, is to have a plan for everything. Except this. No plan has been laid out to explain how a multi-trillion-dollar hole in this Medicare for all plan that Senator Warren is putting forward is supposed to get filled in. And the thing is, we really can deliver health care for every American and move forward with the boldest, biggest transformation since the inception of Medicare itself. But the way to do it without a giant multi-trillion-dollar hole and without having to avoid a yes-or-no question is Medicare for all who want it. We take a version of Medicare. We let you access it if you want to. And if you prefer to stay on your private plan, you can do that, too. That is what most Americans want, Medicare for all who want it, trusting you to make the right decision for your health care and for your family. And it can be delivered without an increase on the middle-class taxes.",203,1,0,4.18
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Mayor. Senator, your response?",6,0,0,5.33
10/15/2019,Westerville,Fourth Debate,Warren," So, let's be clear. Whenever someone hears the term Medicare for all who want it, understand what that really means. It's Medicare for all who can afford it. And that's the problem we've got. Medicare for all is the gold standard. It is the way we get health care coverage for every single American, including the family whose child has been diagnosed with cancer, including the person who's just gotten an MS diagnosis. That's how we make sure that everyone gets health care. We can pay for this. I've laid out the basic principles. Costs are going to go up for the wealthy. They're going to go up for big corporations. They will not go up for middle-class families. And I will not sign a bill into law that raises their costs, because costs are what people care about. I've been studying this, you know, for the biggest part of my life...",152,1,0,4.05
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator. Can the -- can the...",8,0,0,3.86
10/15/2019,Westerville,Fourth Debate,Warren, ... why people go bankrupt.,5,1,0,4.75
10/15/2019,Westerville,Fourth Debate,Lacey, ... mayor respond?,3,0,0,6.0
10/15/2019,Westerville,Fourth Debate,Warren, Sure.,1,1,0,4.0
10/15/2019,Westerville,Fourth Debate,Buttigieg," I don't think the American people are wrong when they say that what they want is a choice. And the choice of Medicare for all who want it, which is affordable for everyone, because we make sure that the subsidies are in place, allows you to get that health care. It's just better than Medicare for all whether you want it or not. And I don't understand why you believe the only way to deliver affordable coverage to everybody is to obliterate private plans, kicking 150 million Americans off of their insurance in four short years, when we could achieve that same big, bold goal -- and once again, we have a president -- we're competing to be president for the day after Trump. Our country will be horrifyingly polarized, even more than now, after everything we've been through, after everything we are about to go through, this country will be even more divided. Why unnecessarily divide this country over health care when there's a better way to deliver coverage for all?",172,1,0,4.4
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you. Thank you, Mayor. Senator Sanders?",7,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Warren, I'd like to be able to respond...,7,1,0,2.88
10/15/2019,Westerville,Fourth Debate,Sanders," Well, as somebody who wrote the damn bill, as I said, let's be clear. Under the Medicare for all bill that I wrote, premiums are gone. Co-payments are gone. Deductibles are gone. All out-of-pocket expenses are gone. We're going to do better than the Canadians do, and that is what they have managed to do. At the end of the day, the overwhelming majority of people will save money on their health care bills. But I do think it is appropriate to acknowledge that taxes will go up. They're going to go up significantly for the wealthy. And for virtually everybody, the tax increase they pay will be substantially less -- substantially less than what they were paying for premiums and out-of-pocket expansions.",123,1,0,4.29
10/15/2019,Westerville,Fourth Debate,Buttigieg," Well, at least that's a straightforward answer, but there's a better way.",12,1,0,4.07
10/15/2019,Westerville,Fourth Debate,Lacey," Senator Warren, will you acknowledge what the senator just said about taxes going up?",14,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Warren," So my view on this, and what I have committed to, is costs will go down for hardworking, middle-class families. I will not embrace a plan like Medicare for all who can afford it that will leave behind millions of people who cannot. And I will not embrace a plan that says people have great insurance right up until you get the diagnosis and the insurance company says, ""Sorry, we're not covering your expensive cancer treatments, we're not covering your expensive treatments for MS.""",84,1,0,4.44
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator. Senator Klobuchar...",5,0,0,6.2
10/15/2019,Westerville,Fourth Debate,Warren," ""We're not covering what you need.""",6,1,0,3.71
10/15/2019,Westerville,Fourth Debate,Klobuchar," At least Bernie's being honest here and saying how he's going to pay for this and that taxes are going to go up. And I'm sorry, Elizabeth, but you have not said that, and I think we owe it to the American people to tell them where we're going to send the invoice. I believe the best and boldest idea here is to not trash Obamacare but to do exactly what Barack Obama wanted to do from the beginning and that’s have a public option that would bring down the cost of the premium and expand the number of people covered and take on the pharmaceutical companies. That is what we should be doing instead of kicking 149 million people off their insurance in our years. And I’m tired of hearing, whenever I say these things, oh, it’s Republican talking points. You are making Republican talking points right now in this room by coming out for a plan that’s going to do that. I think there is a better way that is bold, that will cover more people, and it’s the one we should get behind.",186,1,0,3.95
10/15/2019,Westerville,Fourth Debate,Lacey, Senator Warren?,2,0,0,6.5
10/15/2019,Westerville,Fourth Debate,Warren," You know, I didn’t spend most of my time in Washington. I spent most of my time studying one basic question, and that is why hardworking people go broke. And one of the principal reasons for that is the cost of health care. And back when I was studying it, two out of every three families that ended up in bankruptcy after a serious medical problem had health insurance. The problem we've got right now is the overall cost of health care. And, look, you can try to spin this any way you want. I've spent my entire life on working on how America's middle class has been hollowed out and how we fight back. I've put out nearly 50 plans on how we can fight back and how we can rebuild an America that works. And a part is that is we have got to stop...",147,1,0,3.83
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator.",3,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Warren, ... Americans from going bankrupt over health care costs.,9,1,0,5.62
10/15/2019,Westerville,Fourth Debate,Lacey," Senator Klobuchar, do you want to respond?",7,0,0,4.86
10/15/2019,Westerville,Fourth Debate,Klobuchar," Yes, I do. And I appreciate Elizabeth’s work. But, again, the difference between a plan and a pipe dream is something that you can actually get done. And we can get this public option done. And we can take on the pharmaceutical companies and bring down the prices. But what really bothers me about this discussion, which we've had so many times, is that we don't talk about the things that I'm hearing about from regular Americans. That is long-term care. We are seeing -- I once called it a silver tsunami. The aging -- and then someone told me that was too negative, so I call it the silver surge -- the aging of the population. We need to make easier to get long-term care insurance and strengthen Medicaid. In this state, the state of Ohio, that has been hit by the opioid epidemic, we need to take on those pharma companies and make them pay for the addictions that they have caused and the people that they have killed.",171,1,0,4.16
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you. Thank you, Senator.",5,0,0,4.6
10/15/2019,Westerville,Fourth Debate,Klobuchar, Those are the issues that I hear about when I'm in Toledo.,12,1,0,3.46
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator. Vice President Biden...",6,0,0,5.5
10/15/2019,Westerville,Fourth Debate,Harris, I'd like to be...,4,1,1,2.0
10/15/2019,Westerville,Fourth Debate,Lacey," Let me -- let me bring you in here, Vice President, for your response. Are Senators Warren and Sanders being realistic about the difficulty of enacting their plans?",28,0,0,4.85
10/15/2019,Westerville,Fourth Debate,Biden," First of all, the plan we're hearing discussed is the Biden plan, the one I built forward. Build on Obamacare, add a public option. We can go into that. I can talk about that if you'd like. But here's the deal. On the single most important thing facing the American public, I think it's awfully important to be straightforward with them. The plan is going to cost at least $30 trillion over 10 years. That is more on a yearly basis than the entire federal budget. And we talk about how we're going to pay for it. The study recently came out showing that, in fact, it will reduce costs. But for people making between $50,000 and $75,000 a year, their taxes are going to go up about $5,000, because the fact is they'll pay more in new taxes, 7.4 percent plus, or 5 percent, plus a 4 percent income tax. If you're making -- if a fireman and a schoolteacher are making $100,000 a year, their taxes are going to go up about $10,000. That is more than they will possibly save on this health care plan. We have a plan put forward that will work.",197,1,0,3.8
10/15/2019,Westerville,Fourth Debate,Lacey," Senator Sanders, do you want to respond to -- we were coming to you.",14,0,0,3.92
10/15/2019,Westerville,Fourth Debate,Sanders," I get a little bit tired -- I must say -- of people defending a system which is dysfunctional, which is cruel, 87 million uninsured, 30,000 people dying every single year, 500,000 people going bankrupt for one reason, they came down with cancer. I will tell you what the issue is here. The issue is whether the Democratic Party has the guts to stand up to the health care industry, which made $100 billion in profit, whether we have the guts to stand up to the corrupt, price-fixing pharmaceutical industry, which is charging us the highest prices in the world for prescription drugs. And if we don’t have the guts to do that, if all we can do is take their money, we should be ashamed of ourselves.",128,1,0,4.22
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator Sanders.",4,0,0,5.5
10/15/2019,Westerville,Fourth Debate,Biden, We can stand up to them.,6,1,0,3.0
10/15/2019,Westerville,Fourth Debate,Lacey," Senator Harris, your response?",4,0,0,6.25
10/15/2019,Westerville,Fourth Debate,Harris," This is the sixth debate we have had in this presidential cycle and not nearly one word, with all of these discussions about health care, on women's access to reproductive health care, which is under full-on attack in America today. And it's outrageous. There are states that have passed laws that will virtually prevent women from having access to reproductive health care. And it is not an exaggeration to say women will die, poor women, women of color will die, because these Republican legislatures in these various states who are out of touch with America are telling women what to do with our bodies. Women are the majority of the population in this country. People need to keep their hands off of women's bodies and let women make the decisions about their own lives.",134,1,1,4.53
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator.",3,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Harris, And let's talk about that.,5,1,1,3.33
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator.",3,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Harris, That is a significant health care issue in America today.,10,1,1,4.7
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator.",3,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Burnett," I want to turn now to jobs. According to a recent study, about a quarter of American jobs could be lost to automation in just the next 10 years. Ohio is one of the states likely to be hardest hit. Senator Sanders, you say your federal jobs guarantee is part of the answer to the threat from automation, but tens of millions of Americans could end up losing their jobs. Are you promising that you will have a job for every single one of those Americans?",86,0,0,4.17
10/15/2019,Westerville,Fourth Debate,Sanders," Damn right we will. And I'll tell you why. If you look at what goes on in America today, we have an infrastructure which is collapsing. We could put 15 million people to work rebuilding our roads, our bridges, our water systems, our wastewater plants, airports, et cetera. Furthermore -- and I hope we will discuss it at length tonight -- this planet faces the greatest threat in its history from climate change. And the Green New Deal that I have advocated will create up to 20 million jobs as we move away from fossil fuel to energy efficiency and sustainable energy. We need workers to do childcare. We need workers, great teachers to come in to school systems which don't have the teachers that we need right now. We need more doctors. We need more dentists. We need more carpenters. We need more sheet metal workers. And when we talk about making public colleges and universities tuition fee and cancelling student debt, we're going to give those people the opportunity to get those good jobs.",176,1,0,4.49
10/15/2019,Westerville,Fourth Debate,Burnett," Senator Sanders, thank you. Mr. Yang, your main solution to job loss from automation is a universal basic income. Why is giving people $1,000 a month better than Sanders' plan to guaranteeing them a job?",35,0,0,4.44
10/15/2019,Westerville,Fourth Debate,Yang," I am for the spirit of a federal jobs guarantee, but you have to look at how it would actually materialize in practice. What are the jobs? Who manages you? What if you don't like your job? What if you're not good at your job? The fact is, most Americans do not want to work for the federal government. And saying that that is the vision of the economy of the 21st century to me is not a vision that most Americans would embrace. Also, Senator Sanders, the description of a federal jobs guarantee does not take into account the work of people like my wife, who's at home with our two boys, one of whom is autistic. We have a freedom dividend of $1,000 a month. It actually recognizes the work that is happening in our families and our communities. It helps all Americans transition. Because the fact is -- and you know this in Ohio -- if you rely upon the federal government to target its resources, you wind up with failed retraining programs and jobs that no one wants. When we put the money into our hands, we can build a trickle-up economy from our people, our families, and our communities up. It will enable us to do the kind of work that we want to do. This is the sort of positive vision in response to the fourth industrial revolution that we have to embrace as a party.",242,1,0,4.09
10/15/2019,Westerville,Fourth Debate,Burnett," Senator Booker, a federal jobs guarantee or $1,000 a month, are those the best solutions there? Please respond.",18,0,0,4.63
10/15/2019,Westerville,Fourth Debate,Booker," Well, first of all, I'm happy to get in finally. And I just want to say, as a great -- as a great New Jersian, Yogi Berra, said, ""I am having deja vu all over again."" I'm having deja vu all over again, first of all, because I saw this play in 2016's election. We are literally using Donald Trump's lies. And the second issue we cover on this stage is elevating a lie and attacking a statesman. That was so offensive. He should not have to defend ourselves. And the only person sitting at home that was enjoying that was Donald Trump seeing that we're distracting from his malfeasance and selling out of his office. And I'm having deja vu all over again. And I'm having deja vu all over again because we have another health care debate, and we're not talking about the clear and existential threat in America that we're in a state that has had two Planned Parenthoods close. We are seeing all over this country women's reproductive rights under attack. And God bless Kamala, but you know what? Women should not be the only ones taking up this cause and this fight. And men...",199,1,0,4.02
10/15/2019,Westerville,Fourth Debate,Burnett, Thank you.,2,0,0,4.0
10/15/2019,Westerville,Fourth Debate,Booker, It is not just because women are our daughters and our friends and our wives. It's because women are people. And people deserve to control their own bodies.,28,1,0,4.31
10/15/2019,Westerville,Fourth Debate,Burnett," Senator, thank you. We are going to get to that issue later on tonight. Senator Warren, you wrote that blaming job loss on automation is, quote, ""a good story, except it's not really true."" So should workers here in Ohio not be worried about losing their jobs to automation?",49,0,0,4.28
10/15/2019,Westerville,Fourth Debate,Warren," So the data show that we have had a lot of problems with losing jobs, but the principal reason has been bad trade policy. The principal reason has been a bunch of corporations, giant multinational corporations who've been calling the shots on trade, giant multinational corporations that have no loyalty to America. They have no loyalty to American workers. They have no loyalty to American consumers. They have no loyalty to American communities. They are loyal only to their own bottom line. I have a plan to fix that, and it's accountable capitalism. It says, you want to have one of the giant corporations in America? Then, by golly, 40 percent of your board of directors should be elected by your employees. That will make a difference when a corporation decides, gee, we could save a nickel by moving a job to Mexico, when there are people on the board in the boardroom saying, no, do you know what that does to our company, do you know what that does to our community, to what it does to our workers? We also need to make it easier to join a union and give unions more power when they negotiate. We need to restructure strength in this economy, and that’s where it starts.",212,1,0,4.36
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Senator. Secretary Castro, what's your response to Senator Warren's claim that automation is a good story, except it's not really true?",23,0,0,4.46
10/15/2019,Westerville,Fourth Debate,Castro," Well, I think -- I think what folks have said is that that is only part of the issue, right? You know, I believe that we need to address communities that are being impacted by automation. I'm even willing to pilot something like UBI and to see how that would work. But I think we need to focus on making sure that we spark job opportunity for people across this country. As I mentioned earlier, here in Ohio, in the latest job data, Ohio is losing jobs under Donald Trump. He has broken his promises to Ohio and the industrial Midwest. I would invest in infrastructure to put people back to work. I would invest in a Green New Deal to unleash millions of new jobs in a clean energy economy. I was in Newton, Iowa, a few weeks ago and I visited a place called TPI. Newton, Iowa, had a Maytag washing machine manufacturing facility, and then it closed down. TPI manufactures wind turbines. They're putting hundreds of people to work at decent-paying jobs and creating a better future for those families. On top of that, let me just say this. We need to support working families. We need to invest in things like...",205,1,0,4.22
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Mr. Secretary.",4,0,0,4.75
10/15/2019,Westerville,Fourth Debate,Castro," ... universal childcare, so that people can afford childcare instead of having to pay 20 percent of their income for it.",21,1,0,4.75
10/15/2019,Westerville,Fourth Debate,Yang," Senator Warren, I just need -- I just need to address this.",12,1,0,4.0
10/15/2019,Westerville,Fourth Debate,Burnett," Go ahead, Mr. Yang.",4,0,0,3.25
10/15/2019,Westerville,Fourth Debate,Yang," Senator Warren, I've been talking to Americans around the country about automation. And they're smart. They see what's happening around them. Their Main Street stores are closing. They see a self-serve kiosk in every McDonalds, every grocery store, every CVS. Driving a truck is the most common job in 29 states, including this one; 3.5 million truck drivers in this country. And my friends in California are piloting self-driving trucks. What is that going to mean for the 3.5 million truckers or the 7 million Americans who work in truck stops, motels, and diners that rely upon the truckers getting out and having a meal? Saying this is a rules problem is ignoring the reality that Americans see around us every single day. ",123,1,0,4.47
10/15/2019,Westerville,Fourth Debate,Burnett," Senator Warren, respond, please.",4,0,0,6.5
10/15/2019,Westerville,Fourth Debate,Warren," So I understand that what we're all looking for is how we strengthen America's middle class. And actually, I think the thing closest to the universal basic income is Social Security. It's one of the reasons that I've put forward a plan to extend the solvency of Social Security by decades and add $200 to the payment of every person who receives Social Security right now and every person who receives disability insurance right now. That $200 a month will lift nearly 5 million families out of poverty. And it will sure loosen up the budget for a whole lot more. It also has a provision for your wife, for those who stay home to do caregiving for children or for seniors, and creates an opportunity for them to get credit on their Social Security.",135,1,0,4.31
10/15/2019,Westerville,Fourth Debate,Burnett, Thank you.,2,0,0,4.0
10/15/2019,Westerville,Fourth Debate,Warren," So after a lifetime of hard work, people are entitled to retire with dignity.",14,1,0,4.43
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Senator Warren.",4,0,0,5.25
10/15/2019,Westerville,Fourth Debate,Warren, I see this as an important question about just -- I want to understand the data on this.,18,1,0,4.0
10/15/2019,Westerville,Fourth Debate,Burnett," Senator, thank you very much.",5,0,0,4.6
10/15/2019,Westerville,Fourth Debate,Warren, And I want to make sure we're responding to make this work.,12,1,0,3.54
10/15/2019,Westerville,Fourth Debate,Burnett, Your time is up.,4,0,0,3.0
10/15/2019,Westerville,Fourth Debate,Burnett, I want to give Congresswoman Gabbard a chance to respond.,10,0,0,4.7
10/15/2019,Westerville,Fourth Debate,Gabbard," Thank you. You know, really what this is about is getting to the heart of the fear that is well founded. As people look to this automation revolution, they look to uncertainty. They don't know how this is going to affect their jobs and their everyday lives. And I agree with my friend, Andrew Yang. I think universal basic income is a good idea to help provide that security so that people can have the freedom to make the kinds of choices that they want to see. This has to do with bad trade deals that we've seen in the past that have also driven fear towards people losing the way that they provide for their families. Really what we need to do is look at how we can best serve the interests of the American people. I do not believe a federal jobs guarantee is the way to do that. The value that someone feels in themselves and their own lives is not defined by the job that they have but is intrinsic to who we all are as Americans, whatever we choose to do with our lives, and we can't forget that.",194,1,0,4.02
10/15/2019,Westerville,Fourth Debate,Burnett, Thank you very much.,4,0,0,4.0
10/15/2019,Westerville,Fourth Debate,Lacey," One of the industries most at risk from a changing economy is the auto industry. General Motors used to be the largest employer in Ohio. Now it's 72nd. Today, thousands of GM workers here in Ohio and across the country are on strike. All of you on the stage have voiced support for these workers. Senator Booker, one of the latest impasses in negotiations involves bringing jobs back from Mexico. As president, how would you convince GM to return production to the United States?",84,0,0,4.53
10/15/2019,Westerville,Fourth Debate,Booker," Well, first of all, the one point I wanted to make about the UBI conversation -- and I hope that my friend, Andrew Yang, will come out for this -- doing more for workers than UBI would actually be just raising the minimum wage to $15 an hour. It would put more money in people's pockets than giving them $1,000 a month. We have to start putting the dignity back in work. And, number one, you start having trade deals, not like this thing that the president is trying to push through Congress right now that gives pharmaceutical companies and other corporations benefits and doesn’t put workers at the center of every trade deal. We must make sure we are not giving corporate tax incentives for people to move jobs out of our country, but start to put the worker at the center of that and make sure that they have the resources to succeed. But it's more than that. I stood with these workers because we're seeing this trend all over our country. I stood with unions because, right now, unions in America are under attack. As union membership has gone down, we have seen a stratification of wealth and income in this country. So the other thing that I'll do as president of the United States is begin to fight again to see union strength in this country spread, to make sure we have sectoral bargaining so that unions from the auto workers all the way to fast food workers can ensure that we improve workers' conditions and make sure that every American has a living wage in this country.",272,1,0,4.28
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator. Congressman O'Rourke, same question for you. How would you convince GM to bring production back to the United States from Mexico?",24,0,0,4.8
10/15/2019,Westerville,Fourth Debate,O'rourke," I've met with these members of the UAW who are striking outside of facilities in Cincinnati, in Lordstown, Ohio, which has just been devastated, decimated by GM and their malfeasance, paying effectively zero in taxes last year. The people of Ohio investing tens of millions of dollars in the infrastructure around there. What they want is a shot. And they want fairness in how we treat workers in this country, which they are not receiving today. Part of the way to do that is through our trade deals, making sure that if we trade with Mexico, Mexican workers are allowed to join unions, which they are effectively unable to do today. Not only is that bad for the Mexican worker, it puts the American worker at a competitive disadvantage. If we complement that with investment in world-class pre-K through 12 public education, get behind our world-class public school educators, if we make sure that cost is not an object to be able to attend college, and if we elevate the role of unions in this country, and create more than 5 million apprenticeships over the next eight years, we will make sure that every single American has a shot. They don't want a handout. They don't want a job guarantee. They just want a shot. And as president, I will give them that shot.",224,1,1,4.39
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Congressman.",3,0,0,6.33
10/15/2019,Westerville,Fourth Debate,Burnett," Income inequality is growing in the United States at an alarming rate. The top 1 percent now own more of this nation’s wealth than the bottom 90 percent combined. Senator Sanders, when you introduced your wealth tax, which would tax the assets of the wealthiest Americans, you said, quoting you, Senator, “Billionaires should not exist.” Is the goal of your plan to tax billionaires out of existence?",67,0,0,4.72
10/15/2019,Westerville,Fourth Debate,Sanders," When you have a half-a-million Americans sleeping out on the street today, when you have 87 people -- 87 million people uninsured or underinsured, when you’ve got hundreds of thousands of kids who cannot afford to go to college, and millions struggling with the oppressive burden of student debt, and then you also have three people owning more wealth than the bottom half of American society, that is a moral and economic outrage. And the truth is, we cannot afford to continue this level of income and wealth inequality. And we cannot afford a billionaire class, whose greed and corruption has been at war with the working families of this country for 45 years. So if you're asking me do I think we should demand that the wealthy start paying -- the wealthiest, top 0.1 percent, start paying their fair share of taxes so we can create a nation and a government that works for all of us? Yes, that's exactly what I believe.",164,1,0,4.38
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Senator. Mr. Steyer, you are the lone billionaire on this stage. What's your plan for closing the income gap?",21,0,0,4.23
10/15/2019,Westerville,Fourth Debate,Steyer," Well, first of all, let me say this. Senator Sanders is right. There have been 40 years where corporations have bought this government, and those 40 years have meant a 40-year attack on the rights of working people and specifically on organized labor. And the results are as shameful as Senator Sanders says, both in terms of assets and in terms of income. It's absolutely wrong. It's absolutely undemocratic and unfair. I was one of the first people on this stage to propose a wealth tax. I would undo every Republican tax cut for rich people and major corporations. But there's something else going on here that is absolutely shameful, and that's the way the money gets split up in terms of earnings. As a result of taking away the rights of working people and organized labor, people haven't had a raise -- 90 percent of Americans have not had a raise for 40 years. If you took the minimum wage from 1980 and just adjusted it for inflation, you get $11 bucks. It's $7.25. If you included the productivity gains of American workers, it would be over $20 bucks. There's something wrong here, and that is that the corporations have bought our government. Our government has failed. That's why I'm running for president, because we're not going to get any of the policies that everybody on this stage wants -- health care, education, Green New Deal, or a living wage...",241,1,0,4.29
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Mr. Steyer.",4,0,0,4.0
10/15/2019,Westerville,Fourth Debate,Steyer, ... unless we break the power of these corporations.,9,1,0,5.0
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Mr. Steyer. Vice President Biden, you have warned against demonizing rich people. Do you believe that Senator Sanders and Senator Warren's wealth tax plans do that?",28,0,0,4.86
10/15/2019,Westerville,Fourth Debate,Biden," No, look, demonizing wealth -- what I talked about is how you get things done. And the way to get things done is take a look at the tax code right now. The idea -- we have to start rewarding work, not just wealth. I would eliminate the capital gains tax -- I would raise the capital gains tax to the highest rate, of 39.5 percent. I would double it, because guess what? Why in God's name should someone who's clipping coupons in the stock market make -- in fact, pay a lower tax rate than someone who, in fact, is -- like I said -- the -- a schoolteacher and a firefighter? It's ridiculous. And they pay a lower tax. Secondly, the idea that we, in fact, engage in this notion that there are -- there’s $1,640,000,000,000 in tax loopholes. You can’t justify a minimum $600 billion of that. We could eliminate it all. I could go into detail had I the time. Secondly -- I mean, thirdly, what we need to do is we need to go out and make it clear to the American people that we are going to -- we are going to raise taxes on the wealthy. We're going to reduce tax burdens on those who are not. And this is one of the reasons why these debates are kind of crazy, because everybody tries to squeeze everything into every answer that is given. The fact is, everybody's right about the fact that the fourth industrial revolution is costing jobs. It is. The fact is also corporate greed is they're going back and not investing in our employees, they're reinvesting and buying back their stock.",281,1,0,3.98
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Mr. Vice President.",5,0,0,4.6
10/15/2019,Westerville,Fourth Debate,Biden," See, I'm doing the same thing.",6,1,0,3.14
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Mr. Vice President. Senator Warren, your response.",9,0,0,5.33
