date,debate_name,debate_section,speaker,speech,speaking_time_seconds
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Rachel Maddow,"Senator Warren, thank you, Senator Klobuchar, You’ve said that you support the impeachment inquiry, but you want to wait for a Senate trial to hear the evidence and make a decision about convicting the president. After the bombshell testimony of Ambassador Sondland today, has that view changed for you?",16.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Amy Klobuchar,"I have made it very clear that this is impeachable conduct, and I’ve called for an impeachment proceeding. I just believe our job as jurors is to look at each count, and make a decision. But let me make very clear that what this impeachment proceeding about is really our democracy at stake. This is a president that not only with regard to his conduct with Ukraine, but every step of the way puts his own private interests, his own partisan interests, his own political interests in front of our country’s interest. And this is wrong. This is a pattern with this man, and it goes to everything from how he has betrayed our farmers, and our workers, to what he has done with foreign affairs, leaving the Kurds for slaughter, sucking up to Vladimir Putin every minute of the day.",54.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Amy Klobuchar,"That is what this guy does. And I think it is very, very important that we have a president that’s going to put our country first. I was thinking about this when I was at the Carter Presidential Museum, and on the wall are etched the words of Walter Mondale when he looked back at their four years, not perfect, and he said this, “We told the truth. We obey the law. We kept the peace.” We told the truth, we obeyed the law. We kept the peace. That is the minimum that we should expect in a President of the United States.",30.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Rachel Maddow,"Senator, thank you, Senator Sanders, I’d like to go to you. Americans are watching these impeachment hearings. At the same time, they’re also focused on their more immediate, daily, economic, and family concerns. How central should the president’s conduct uncovered by this impeachment inquiry be to any democratic nominees campaign for president? How central would it be to yours?",22.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Bernie Sanders,"Well, Rachel, sadly, we have a president who is not only a pathological liar, he is likely the most corrupt president in the modern history of America. But we cannot simply be consumed by Donald Trump, because if we are, you know what? We’re going to lose the election. Right now, you’ve got 87 million people who have no health insurance, or under-insured. We are facing the great existential crisis about time in terms of climate change. You got 500,000 people sleeping out on the street, and you got 18 million people paying half of their limited incomes for housing. What the American people understand is that the Congress can walk and chew bubblegum at the same time. In other words, we can deal with Trump’s corruption, but we also have to stand up for the working families of this country. We also have to stand up to the fact that our political system is corrupt, dominated by a handful of billionaires, and that our economy is rigged with three people owning more wealth than the bottom half of America. We can do it all when we rally the American people in the cause of justice.",73.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Rachel Maddow,"Mayor Budttigieg, let me put the same question to you. How [inaudible 00:05:24] campaign, how central would it be to yours?",11.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Pete Buttigieg,"Well, the constitutional process of impeachment should be beyond politics, and it is not a part of the campaign, but the president’s conduct is. The impeachable conduct that we have seen, in the abuse of power that we’re learning more about in the investigations. But just to be clear, the president’s already confessed to it on television, but that’s just part of what we’ve seen. Under normal circumstances, a president would leave office after something that was revealed recently that barely got any attention at all, which was the president had to confess, in writing, in court, to illegally diverting charitable contributions that were supposed to go to veterans. We are absolutely going to confront this president for his wrongdoing, but we are also each running to be the president who will lead this country after the Trump Presidency comes to an end, one way or the other.",50.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Pete Buttigieg,"I’m running to be the president for that day the sun comes up, and the Trump Presidency is behind us, which will be a tender moment in the life of this country. And we are going to have to unify a nation that will be as divided as ever, and while doing it, address big issues that didn’t take a vacation for the impeachment process, or for the Trump Presidency as a whole, a climate approaching the point of no return. The fact that we’ve still got to act on healthcare, kids learning active shooter drills before they learn to read, and an economy where even when the Dow Jones is looking good, far too many Americans have to fight like hell just to hold onto what they’ve got.",36.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Rachel Maddow,Mr. Mayor.,1.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Pete Buttigieg,"Those are the crises that will be awaiting the next president, and will be at the heart of our campaign.",4.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Rachel Maddow,Mr Mayor. Thank you. Andrea.,1.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,"Vice President Biden, you’ve suggested in your campaign that if you defeat President Trump, Republicans will start working with Democrats again. But right now Republicans in Congress, including some of whom you’ve worked with for decades, are demanding investigations, not only of you but also of your son. How would you get those same Republicans to work with you?",21.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Joe Biden,"Well, look, the next President of the United States is going to have to do two things. Defeat Donald Trump, that’s number one. And number two, going to have to be able to go into states like Georgia and North Carolina and other places, and get a Senate majority. That’s what I’ll do. You have to ask yourself up here, who is most likely to be able to win the nomination in the first place, to win the presidency in the first place. And secondly, who is most likely to increase the number of people who are Democrats in the house, and in the Senate? And by the way, I learned something about these impeachment trials. I learned number one, that Donald Trump doesn’t want me to be the nominee. That’s pretty clear.",42.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Joe Biden,"He held up aid to make sure that while at the same time innocent people in [inaudible 00:08:11] are getting killed by Russian soldiers. Secondly, I found out that Vladimir Putin doesn’t want me to be president. So I’ve learned a lot about these things early on from these hearings that are being held. But the bottom line is, I think we have to ask ourselves the honest question, who is most likely to do what needs to be done? Produce a democratic majority in the United States Senate, maintain the House, and beat Trump?",32.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,"Senator Harris, your thoughts about that?",3.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Kamala Harris,"Well first of all, we have a criminal living in the White House, and there is no question that in 2020, the biggest issue before us, until we get to that tender moment is justice is on the ballot. And what we saw today is Ambassador Sondland, by his own words told us that everyone was in the loop. That means it is a criminal enterprise engaged in by the President, from what we heard today, the Vice President, the Secretary of State and the Chief of Staff. And so this not only points to the corrupt nature of this administration and the need for these impeachment proceedings to go forward, but it also points to another issue.",40.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Kamala Harris,"And back to the question that you asked earlier, which is what does this mean for the American people? Because what it means when I watch this, is that there are clearly two different set of rules for two different groups of people in America. The powerful people, who with their arrogance think they can get away with this, and then everybody else. Because here’s the thing. For those working people who are working two and three jobs, if they don’t pay that credit card by the end of the month, they get a penalty. For the people who don’t pay their rent, they get evicted. For the people who shoplift, they go to jail. We need the same set of rules for everybody, and part of the reason I’m running for president is to say that we have to bring justice back to America for all people. And not just for some.",43.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,"Thank you, Senator. Senator Warren, you have cast yourself as a fighter. If you were elected though, you would be walking into an existing fight, a country that is already very divided over the Trump Presidency, among other things. Do you see that divide as permanent, or do you need to bring the country together if you become president to achieve your goals?",20.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Elizabeth Warren,"So I think the way we achieve our goals and bring our country together is we talk about the things that unite us. And that is, that we want to build an America that works for the people, not one that just works for rich folks. You know, I have proposed a two cent wealth tax. That is a tax for everybody who has more than 50 billion dollars in assets. Your first 50 billion is free and clear. But your 50 billionth and first dollar, got to pitch in 2 cents. And when you hit a billion dollars, you’ve got to pitch in a few pennies more. Here’s the thing, doing a wealth tax is not about punishing anyone. It’s about saying you built something great in this country, good for you. But you did it using workers. All of us help pay to educate. You did it using, you’re getting your goods to on roads and bridges all of us helped pay for. You did it protected by police and firefighters, all of us help pay the salaries for.",53.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Elizabeth Warren,"So when you make it big, when you make it really big, when you make it top one 10th of 1% big, pitch in 2 cents, so everybody else gets a chance to make it. And here’s the thing, that’s something that Democrats care about, independents care about, and Republicans care about. Because regardless of party affiliation, people understand across this country, our government is working better and better for the billionaires, for the rich, for the well-connected, and worse and worse for everyone else. We come together when we acknowledge that and [crosstalk 00:11:50] real change.",33.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,"Thank you Senator. Thank you. Senator Booker, do you agree with that strategy?",3.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Cory Booker,"Well, first of all, I think we all agree that we need to bring in a lot more revenue in this country. We actually have a real problem with the tax rates, tax loopholes, tax cheats, and I don’t agree with the wealth tax the way that Elizabeth Warren puts it, but I agree that we need to raise the estate tax. We need to tax capital gains as ordinary income. Real strategies will increase revenue. But here’s the challenge. We as Democrats need to fight for a just taxation system. But as I travel around the country, we Democrats also have to talk about how to grow wealth as well.",33.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Cory Booker,"When I stood in church recently, and asked folks in a black church, how many people here want to be entrepreneurs? Half the church raised their hands. If we as a country don’t start, if we as a party, don’t start talking, not just about how to tax wealth, but to give more people opportunities to create wealth, to grow businesses, to have their American dream. Because yeah, we need to raise the minimum wage to a living wage, $15 an hour. But the people in communities I frequent, they’re not aspiration for their lives is not just to have those fair wages. They want to have an economy that provides not just equalities in wealth, but they want to have equalities of opportunity. And that’s what our party has to be about as well.",40.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,"Senator Warren, you wanted to respond?",1.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Elizabeth Warren,"Sure. So let me just tell you what we can do with that two cent wealth tax. Two cents on the top one 10th of 1% in this country, and we can provide universal childcare for every baby in this country age zero to five. That is transformative. We can provide universal pre-K for every three-year-old and four-year-old in America. We can stop exploiting the women, largely black and brown women who do this work, and we can raise the wages of every childcare worker and preschool teacher in America. We can put 800 billion new federal dollars into all of our public schools. We can make college tuition free for every kid. We can put $50 billion into historically black colleges and universities, and we can cancel student loan debt for 95% of the folks who’ve got it. Two cent wealth tax and we can invest in an entire generation’s future.",53.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,All right. Let me let Senator Booker respond.,1.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Elizabeth Warren,Sure.,1.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Cory Booker,"You know, again, I agree with the need to do all of those things. We’re all united in wanting to see universal preschool, and I’ll fight for that. We’re all united in wanting to fund HBCUs. Heck, I wouldn’t be here if it wasn’t for two parents that went to HBCUs. But the tax, the way we’re putting the forward right now, the wealth tax, I’m sorry, it’s cumbersome. It’s been tried by other nations. It’s hard to evaluate. We can get the same amount of revenue through just taxation. But again, we as Democrats have got to start talking, not just about how we tax from a stage, but how we grow wealth in this country amongst those disadvantaged communities that are not seeing it.",35.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Cory Booker,"Look at VC dollars in this country. 75% of them go to the three metropolitan areas. There is worth in the inner city. There is value in our rural areas. If I am President of the United States, we’re going to have a fair just taxation where millionaires and billionaires pay their fair share, but dear God, we’re going to have pathways to prosperity for more Americans. We’re going to see a change in what we see right now. Small businesses, new startups are going down in this country.",26.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,"Thank you, Senator, Senator Warren.",0.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Cory Booker,We need to give more new entrepreneurs access to wealth.,0.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,"Senator Warren, briefly, just your last thoughts on this.",5.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Elizabeth Warren,"So, just the idea behind what is fair, today the 99% in America are on track to pay about 7.2% of their total wealth in taxes.",12.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Cory Booker,I’m not disagreeing with that.,0.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Elizabeth Warren,"The top one 10th of 1% that I want to say pay two cents more, they’ll pay 3.2% in America. I’m tired of freeloading billionaires. I think it’s time that we ask those at the very top to pay more, so that every single one of our children gets-",16.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Cory Booker,"But everybody is tired of freeloading billionaires. Everybody’s tired of corporations paying zero taxes, I’m not disagreeing with that.",7.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,"Thank you very much. Senator Warren. Thank you. Mayor Buttigieg, you have said quote, I will never allow us to get so wrapped up in the fighting that we start to think fighting is the point. The Republican party never stopped fighting President Obama in his eight years in office. So what would you do that President Obama didn’t do to change that?",18.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Pete Buttigieg,"Well, as President Obama commented recently, we are now in a different reality than we were even 12 years ago. And to me, the extraordinary potential of the moment we’re in right now is that there is an American majority that stands ready to tackle big issues, that didn’t exist in the same way even a few years ago. Even on issues where Democrats have been on defense, like immigration, and guns, we have a majority to do the right thing. If we can galvanize, not polarize that majority. For example, on healthcare.",31.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Pete Buttigieg,"The reason I insist on Medicare for all who want it as the strategy to deliver on that goal we share of universal healthcare, is that that is something that as a governing strategy, we can unify the American people around. Creating a version of Medicare, making it available to anybody who wants it, but without the divisive step of ordering people onto it whether they want to or not. And I believe that commanding people to accept that option, whether we wait three years as Senator Warren has proposed or whether you do it right out of the gate, is not the right approach to unify the American people around a very, very big transformation that we now have an opportunity to deliver.",42.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,Thank you Mr. Mayor. Kristen Welker.,2.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Kristen Welker,"Let’s talk about Medicare for all. Senator Warren, you are running on Medicare for all, Democrats have been winning elections even in red states with a very different message on health care, protecting Obamacare. Democrats are divided on this issue. What do you say to voters who are worried that your position on Medicare for all could cost you critical votes in the general elections?",22.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Elizabeth Warren,"I look out and I see tens of millions of Americans who are struggling to pay their medical bills, 37 million people who decided not to have a prescription filled because they just can’t afford it. People didn’t take the test the doctor recommended because they just can’t afford it. So here is my plan. Let’s bring as many people in and get as much help to the American people as we can, as fast as we can. On day one, as president, I will do, bring down the cost of prescription drugs on things like insulin and EpiPens. That’s going to save tens of millions, hundreds of millions of dollars for people.",36.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Elizabeth Warren,"I’m going to defend the Affordable Care Act from the sabotage of the Trump Administration. And in the first hundred days, I’m going to bring in 135 million people into Medicare for all at no cost to them. Everybody under the age of 18, everybody who has a family of four, income less than $50,000. I’m going to lower the age of Medicare to 50 and expand Medicare coverage to include vision and dental and longterm care. And then in the third year when people have had a chance to feel it, and taste it and live with it, we’re going to vote, and we’re going to want Medicare for all.",41.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Kristen Welker,"Senator, thank you, Senator. Senator Sanders, let me bring you into this conversation-",3.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Bernie Sanders,"Thank you, I wrote the damn bill.",1.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Kristen Welker,"And ask you the question, I want to ask you the question this way, Senator Sanders, you describe your campaign including your plans for Medicare for all as a political revolution, President Obama explicitly said the country is quote less revolutionary than it is interested in improvement. The average American doesn’t think we have to completely tear down the system and remake it, end quote. Is President Obama wrong?",25.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Bernie Sanders,"No, he’s right. We don’t have to tear down the system, but we do have to do what the American people want. And the American people understand today that the current healthcare system is not only cruel, it is dysfunctional. Now you tell me how we have a system in which we spend twice as much as do the people of any other country, and yet we got 87 million uninsured, underinsured, in some cases we pay 10 times more for prescription drugs as do the people of Canada, or other countries. 500, 000 people go bankrupt because of medically-related issues, they come down with cancer, and that’s a reason to go bankrupt?",47.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Bernie Sanders,"Now, some of the people up here think that we should not take on the insurance industry. We should not take on the pharmaceutical industry. But you know what? If you think back to FDR, and if you think to JFK, and Harry Truman, and Barack Obama, as a matter of fact, people have been talking about healthcare for all. Well, you know what? I think now is the time. And in the first week of my administration, we will introduce Medicare for all, Medicare for all, that means no deductibles, no copayments, no out-of-pocket expenses. That’s where we got to go.",36.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Kristen Welker,Thank you Senator Sanders. Vice President Biden.,2.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Joe Biden,"You know, we can do this without charging people raising 30, 40 trillion dollars. The fact is that right now the vast majority of Democrats do not support Medicare for all. It couldn’t pass the United States Senate right now with Democrats. It couldn’t pass the House. Nancy Pelosi is one of those people who thinks it makes sense. We should build on Obamacare, provide the plan I put forward before anybody in here, adding a Medicare option in that plan, and not make people choose. Allow people to choose I should say. If you go the route of my two friends on my right and my left, you have to give up your private insurance. 160 million people like their private insurance, and if they don’t like it, they can buy into a Medicare-like proposal. In my plan, drug prices go down, premiums go down across the board. But here’s the deal. They get to choose. I trust the American people to make a judgment what they believe is in their interest, and not demand of them what the insurance companies, they want no competition, and my friends say you have to only go Medicare for all.",72.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Kristen Welker,"Vice President Biden, thank you. Ashley.",3.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Ashley Parker,"Congresswoman Gabbard, you have criticized Hillary Clinton as the quote personification of the rut that has sickened the democratic party. What is the rut you see in the democratic party?",11.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Tulsi Gabbard,"That our democratic party unfortunately is not the party that is of, by, and for the people. It is a party that has been and continues to be influenced by the foreign policy establishment in Washington, represented by Hillary Clinton and others foreign policy, by the military industrial complex, and other greedy corporate interests. I’m running for president to be the democratic nominee that rebuilds our democratic party, takes it out of their hands and truly puts it in the hands of the people of this country. A party that actually hears the voices of Americans who are struggling all across this country, and puts it in the hands of veterans and fellow Americans who were calling for an end to this ongoing Bush, Clinton, Trump, foreign policy, doctrine of regime change wars, overthrowing dictators in other countries, needlessly sending my brothers and sisters in uniform into harm’s way to fight in wars that actually undermine our national security, and have cost us thousands of American lives.",66.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Tulsi Gabbard,"These are Wars that have cost us as American taxpayers, trillions of dollars since 9/11 alone, dollars that have come out of our pockets, out of our hospitals, out of our schools, out of our infrastructure needs. As president, I will end this foreign policy, end these regime change wars, work to end this new cold war and arms race, and instead invest our hard earned taxpayer dollars actually into serving needs of the American people right here at home.",25.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Ashley Parker,"Thank you congresswoman. Senator Harris, any response?",4.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Kamala Harris,"Oh, sure. I think that it’s unfortunate that we have someone on the stage who is attempting to be the democratic nominee for President of the United States, who during the Obama administration spent four years, full-time on Fox news criticizing President Obama.",20.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Tulsi Gabbard,That’s ridiculous Senator Harris.,1.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Kamala Harris,"Who had spent full-time criticizing people on this stage, as affiliated with the democratic party, when Donald Trump was elected, not even sworn in, buddied up to Steve Bannon to get a meeting with Donald Trump in the Trump Tower, fails to call a war criminal by what he is as a war criminal, and then spends full time during the course of this campaign, again, criticizing the democratic party. What we need on the stage on the November is someone who has the ability to win, and by that we need someone on that stage who has the ability to go toe to toe with Donald Trump, and someone who has the ability to rebuild the Obama coalition, and bring the party and the nation together, I believe I am that candidate.",51.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Ashley Parker,"Thank you Senator. Congresswoman Gabbard, I’ll give you a chance to respond.",4.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Tulsi Gabbard,"What Senator Harris is doing is unfortunately continuing to traffic in lies and smears and innuendos because she cannot challenge the substance of the argument that I’m making the leadership and the change that I’m seeking to bring in our foreign policy, which only makes me guess that she will, as president, continue the status quo. Continue the Bush/Clinton/ Trump foreign policy of regime change wars, which is deeply destructive. This is personal to me, because I served in Iraq. I left my seat in the state legislature in Hawaii, volunteered to deploy to Iraq where I served in a medical unit where every single day I saw the terribly high human cost of war. I take very seriously the responsibility that the president has to serve as Commander in Chief, to lead our armed forces, and to make sure always, no, I’m not going to put party interests first. I will put the interests of the American people above all else.",57.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Ashley Parker,Thank you Congresswoman. I want to briefly give Senator Harris a final second to respond.,5.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Kamala Harris,"I believe that what our nation needs right now is a nominee who can speak to all people. I spent my entire career standing mostly in a courtroom, speaking five words, Kamala Harris for the people. And it was about all the people, regardless of their race, regardless of their gender, regardless of where they live geographically, regardless of the party with which they’re registered to vote, or the language their grandmother speaks. We need someone on this debate stage in November who has the ability to unify the country, and to win the election, and I believe again, I am that candidate.",36.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Ashley Parker,"Thank you, Senator.",0.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Kamala Harris,Thank you.,1.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Ashley Parker,"Mr. Steyer, You have denounced the special interests that pour hundreds of millions of dollars into the political process to influence it, but in fact you have spent over $300 million of your own money in support of your political goals. How do you respond to critics who see you is the embodiment of a special interest?",20.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Tom Steyer,"What I’ve done over the last decade is to put together coalitions of ordinary American citizens to take on unchecked corporate power. We have a broken government in Washington DC. It’s been purchased by corporations. Over the last decade, with the help of the American people, we have taken on and beaten the oil companies, we have taken on and beaten the tobacco companies, we’ve taken on and beaten utilities, we’ve taken on and beaten the drug companies. I’ve also built one of the largest grassroots organizations in the United States. Last year, NextGen America did the largest youth voter mobilization in American history.",43.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Tom Steyer,"I also, in partnership with seven national unions, knocked on 15 million doors in 2016, and 10 million in 2018. What I’ve done is to try to push power down to the American people, to take power away from the corporations who’ve bought our government. And I’m talking now about structural reform in Washington DC. Term limits. If you want bold change in the United States, you’re going to have to have new and different people in charge. I’m the only person on this stage who will talk about term limits. Vice President Biden won’t. Senator Sanders won’t, even Mayor Pete Buttigieg will not talk about term limits and structural change. I would let the American people pass laws themselves through direct democracy. It’s time to push the power back to the people-",46.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Ashley Parker,Thank you Mr. Steyer.,1.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Tom Steyer,And away from DC.,1.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Ashley Parker,"Mr. Steyer, thank you. Senator Klobuchar, a brief response.",3.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Amy Klobuchar,"Well, I’m someone that doesn’t come from money and I appreciate the work of Mr. Steyer, but right now we have a system that’s not fair. And it’s not just fair for money, and so what I would do is start a constitutional amendment, and pass it to overturn Citizens United. That’s what we should do so that we stop this dark money and outside money from coming into our politics. I have led the way on voting, and I can tell you right now, one solution that would make a huge difference in this state would be allow every kid in the country to register to vote when they turn 18. If we had a system like this, and we did something about gerrymandering, and we stopped the voting purges, and we did something significant about making sure we don’t have money in politics from the outside, Stacey Abrams would be governor of this state right now.",50.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Ashley Parker,Thank you Senator.,0.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Amy Klobuchar,"And that’s what should have happened. So while I appreciate his work, I am someone that doesn’t come from money. I see my husband out there, my first Senate race, I literally called everyone I knew and I set what is still an all-time Senate record. I raised $17,000 from ex-boyfriends. And I’d like to point out, it is not an expanding base. So I don’t just think this with my head, I feel it in my heart.",22.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Ashley Parker,Thank you Senator Klobuchar. Mr. Yang-,2.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Tom Steyer,"Since I was named, I’d like to chime in here.",5.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Ashley Parker,"Mr. Yang, you’ve made a virtue of your outsider status. You’ve never served in the military, or in government. What has prepared you to respond to a terrorist attack or a major disaster?",11.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrew Yang,"Well first, I just want to stick up for Tom. We have a broken campaign finance system, but Tom has been spending his own money fighting climate change, and you can’t knock someone for having money and spending it in the right way, my opinion.",11.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Tom Steyer,Thanks Andrew.,1.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrew Yang,"Yeah, no problem. As Commander in Chief, I think we need to be focused on the real threats of the 21st century. And what are those threats? Climate change, artificial intelligence, loose nuclear material, military drones, and non-state actors. And if you look up, we’re in the process of potentially losing the AI arms race to China right now. Because they have more access to more data than we do, and their government is putting billions of dollars to work subsidizing the development of AI in a way that we are not. We are 24 years behind on technology, and I can say that with authority, because we got rid of the Office of Technology Assessment in 1995. Think about that timing. I guess they thought they’d invented everything. The next Commander in Chief has to be focused on the true threats of tomorrow, and that’s what I’ll bring to the table as commander in chief.",54.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Ashley Parker,"Thank you, Mr. Yang. Andrea?",2.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,"Mayor Buttigieg, let’s talk about your record as a candidate. You were elected mayor in a democratic city, receiving just under 11,000 votes. And in your only statewide race, you lost by 25 points. Why should Democrats take the risk of betting on you?",18.0
